,Unnamed: 0,Unnamed: 0.1,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,commonName,num_google_scholar_results,num_cited_by_in_first_20_results,num_common_name_google_search_results,num_scientific_name_google_search_results,absolute_frequency_of_scientific_name_in_books,num_books_containing_scientific_name,absolute_frequency_of_common_name_in_books,num_books_containing_common_name
3164,3164,3164,12015834,59768,Pseudagrion guichardi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Pseudagrion,guichardi,,,,"Kimmins, 1958",Vulnerable,B1ab(iii),3.1,Unknown,"Global, Northeastern Africa & Pan-Africa",,11,255,,780,0,0,0,0
3165,3165,3165,12016276,59770,Risiocnemis seidenschwarzi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Risiocnemis,seidenschwarzi,,,,"Hämäläinen, 2000",Critically Endangered,B1ab(iii)+2ab(iii); D,3.1,Unknown,Global,,12,317,,1380,0,0,0,0
3166,3166,3166,12016553,59771,Sciotropis cyclanthorum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,MEGAPODAGRIONIDAE,Sciotropis,cyclanthorum,,,,"Rácenis, 1959",Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,17,492,,833,0,0,0,0
3167,3167,3167,12016628,59772,Sciotropis lattkei,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,MEGAPODAGRIONIDAE,Sciotropis,lattkei,,,,"de Marmels, 1994",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,9,521,,550,0,0,0,0
3168,3168,3168,12016907,59773,Sinhalestes orientalis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LESTIDAE,Sinhalestes,orientalis,,,,"(Hagen, 1862)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,8,197,,758,0,0,0,0
3169,3169,3169,12017582,59775,Stenocora percornuta,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,POLYTHORIDAE,Stenocora,percornuta,,,,"Kennedy, 1940",Near Threatened,,3.1,Unknown,Global,,10,205,,450,0,0,0,0
3170,3170,3170,12021299,59867,Elattoneura nigra,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Elattoneura,nigra,,,,"Kimmins, 1938",Least Concern,,3.1,Unknown,Global & Pan-Africa,Black Threadtail,21,315,1200.0,888,0,0,0,0
3171,3171,3171,12036187,59886,Hadrothemis scabrifrons,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Hadrothemis,scabrifrons,,,,"Ris, 1910",Least Concern,,3.1,Unknown,Global & Pan-Africa,,31,308,,659,0,0,0,0
3172,3172,3172,12053104,59815,Atoconeura biordinata,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Atoconeura,biordinata,,,,"Karsch, 1899",Least Concern,,3.1,Unknown,Global & Pan-Africa,,24,139,,627,0,0,0,0
3173,3173,3173,12057790,59895,Ictinogomphus regisalberti,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Ictinogomphus,regisalberti,,,,"(Schouteden, 1934)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,11,193,,505,0,0,0,0
3174,3174,3174,12069785,59823,Brachythemis wilsoni,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Brachythemis,wilsoni,,,,"Pinhey, 1952",Least Concern,,3.1,Unknown,Global & Pan-Africa,Wilson's Groundling,15,129,100.0,772,0,0,0,0
3175,3175,3175,12084445,59836,Allocnemis abbotti,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Allocnemis,abbotti,,,,"(Calvert, 1896)",Near Threatened,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa",,6,197,,288,0,0,0,0
3176,3176,3176,12085072,59837,Elattoneura cellularis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Elattoneura,cellularis,,,,"(Grünberg, 1902)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,12,243,,396,0,0,0,0
3177,3177,3177,12085889,59839,Allocnemis marshalli,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Allocnemis,marshalli,,,,"(Ris, 1921)",Least Concern,,3.1,Unknown,Global & Pan-Africa,Blue-shouldered Threadtail,6,204,6.0,355,0,0,0,0
3178,3178,3178,12086386,59840,Allocnemis montana,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Allocnemis,montana,,,,"(St. Quentin, 1942)",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,"Global, Eastern Africa & Pan-Africa",,2,195,,266,0,0,0,0
3179,3179,3179,12104120,59861,Crocothemis saxicolor,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Crocothemis,saxicolor,,,,"Ris, 1919",Least Concern,,3.1,Unknown,Global & Pan-Africa,,3,8,,421,0,0,0,0
3180,3180,3180,12118021,59963,Orthetrum saegeri,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Orthetrum,saegeri,,,,"Pinhey, 1966",Least Concern,,3.1,Unknown,Global & Pan-Africa,,12,91,,703,0,0,0,0
3181,3181,3181,12119218,5990,Cyanophrys bertha,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Cyanophrys,bertha,,,,"Jones, 1912",Vulnerable,B1+2c,2.3,,Global,,38,364,,1220,0,0,0,0
3182,3182,3182,12132700,59979,Paragomphus nyasicus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Paragomphus,nyasicus,,,,"Kimmins, 1955",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa",,3,0,,341,0,0,0,0
3183,3183,3183,12134625,59980,Paragomphus pumilio,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Paragomphus,pumilio,,,,"(Rambur, 1842)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,14,191,,644,0,0,0,0
3184,3184,3184,12142538,59985,Phyllogomphus annulus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Phyllogomphus,annulus,,,,"Klots, 1944",Least Concern,,3.1,Unknown,Global & Pan-Africa,,11,25,,422,0,0,0,0
3185,3185,3185,12147478,59913,Microgomphus nyassicus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Microgomphus,nyassicus,,,,"(Grünberg, 1902)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,9,348,,388,0,0,0,0
3186,3186,3186,12149693,59989,Phyllomacromia bispina,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,MACROMIIDAE,Phyllomacromia,bispina,,,,"(Fraser, 1954)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,0,0,,554,0,0,0,0
3187,3187,3187,12151126,59990,Phyllomacromia congolica,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,MACROMIIDAE,Phyllomacromia,congolica,,,,"(Fraser, 1955)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,3,25,,513,0,0,0,0
3188,3188,3188,12151540,59916,Micromacromia miraculosa,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Micromacromia,miraculosa,,,,"(Förster, 1906)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,"Global, Eastern Africa & Pan-Africa",,8,785,,605,0,0,0,0
3189,3189,3189,12151744,59991,Phyllomacromia flavimitella,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,MACROMIIDAE,Phyllomacromia,flavimitella,,,,"(Pinhey, 1966)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,0,0,,355,0,0,0,0
3190,3190,3190,12153014,59917,Neodythemis afra,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Neodythemis,afra,,,,"(Ris, 1909)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,6,11,,547,0,0,0,0
3191,3191,3191,12156173,59919,Neodythemis preussi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Neodythemis,preussi,,,,"(Karsch, 1891)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,4,0,,500,0,0,0,0
3192,3192,3192,12157135,59995,Phyllomacromia monoceros,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,MACROMIIDAE,Phyllomacromia,monoceros,,,,"(Förster, 1906)",Least Concern,,3.1,Unknown,Global & Pan-Africa,Black Cruiser,17,368,268000.0,554,0,0,258,192
3193,3193,3193,12157809,59920,Nepogomphoides stuhlmanni,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Nepogomphoides,stuhlmanni,,,,"Karsch, 1899",Vulnerable,B1ab(ii)+2ab(ii),3.1,Unknown,Global & Pan-Africa,,17,323,,835,0,0,0,0
3194,3194,3194,12158010,59996,Phyllomacromia pallidinervis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,MACROMIIDAE,Phyllomacromia,pallidinervis,,,,"(Förster, 1906)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,3,19,,439,0,0,0,0
3195,3195,3195,12162191,59922,Mastigogomphus dissimilis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Mastigogomphus,dissimilis,,,,"(Cammaerts, 2004)",Least Concern,,3.1,Unknown,Global & Pan-Africa,Southern Snorkeltail,6,191,8.0,173,0,0,0,0
3196,3196,3196,12164703,59925,Neurogomphus zambeziensis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Neurogomphus,zambeziensis,,,,"Cammaerts, 2004",Least Concern,,3.1,Unknown,Global & Pan-Africa,Zambezi Siphontail,13,371,516.0,420,0,0,0,0
3197,3197,3197,12167640,59928,Notogomphus dendrohyrax,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Notogomphus,dendrohyrax,,,,"(Förster, 1906)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,8,369,,391,0,0,0,0
3198,3198,3198,12169121,59931,Notogomphus kilimandjaricus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Notogomphus,kilimandjaricus,,,,"(Sjöstedt, 1909)",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa",,2,178,,396,0,0,0,0
3199,3199,3199,12171807,59937,Notogomphus praetorius,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Notogomphus,praetorius,,,,"(Selys, 1878)",Least Concern,,3.1,Unknown,Global & Pan-Africa,Southern Yellowjack,37,399,514.0,1460,0,0,0,0
3200,3200,3200,12172306,59939,Notogomphus zernyi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Notogomphus,zernyi,,,,"(St. Quentin, 1942)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,6,218,,819,0,0,0,0
3201,3201,3201,12173142,59940,Zygonoides fraseri,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Zygonoides,fraseri,,,,"(Pinhey, 1956)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,6,6,,277,0,0,0,0
3202,3202,3202,12175715,59944,Onychogomphus pilosus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Onychogomphus,pilosus,,,,"(Martin, 1912)",Data Deficient,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa",,2,186,,462,0,0,0,0
3203,3203,3203,12176231,59946,Onychogomphus supinus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Onychogomphus,supinus,,,,"Hagen in Selys, 1854",Least Concern,,3.1,Unknown,Global & Pan-Africa,,23,519,,893,0,0,0,0
3204,3204,3204,12179210,59949,Orthetrum angustiventre,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Orthetrum,angustiventre,,,,"(Rambur, 1842)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,9,98,,1120,0,0,0,0
3205,3205,3205,12194284,59960,Orthetrum macrostigma,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Orthetrum,macrostigma,,,,"Longfield, 1947",Least Concern,,3.1,Unknown,Global & Pan-Africa,,11,72,,575,0,0,0,0
3206,3206,3206,12204787,59973,Paragomphus bredoi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Paragomphus,bredoi,,,,"(Schouteden, 1934)",Least Concern,,3.1,Unknown,"Global, Eastern Africa & Pan-Africa",,3,186,,363,0,0,0,0
3207,3207,3207,12210302,59977,Paragomphus lacustris,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Paragomphus,lacustris,,,,"(Karsch, 1890)",Least Concern,,3.1,Unknown,Global & Pan-Africa,,4,185,,469,0,0,0,0
3208,3208,3208,12215582,60002,Proplatycnemis pembipes,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Proplatycnemis,pembipes,,,,"(Dijkstra, Clausnitzer &amp; Martens, 2007)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,"Global, Eastern Africa & Pan-Africa",,3,384,,161,0,0,0,0
3209,3209,3209,12216622,60063,Trithemis monardi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Trithemis,monardi,,,,"Ris, 1931",Least Concern,,3.1,Unknown,Global & Pan-Africa,Monard's Dropwing,25,220,713.0,991,0,0,0,0
3210,3210,3210,12225097,60008,Porpax risi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Porpax,risi,,,,"Pinhey, 1958",Least Concern,,3.1,Unknown,Global & Pan-Africa,,12,97,,459,0,0,0,0
3211,3211,3211,12230656,60011,Pseudagrion assegaii,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Pseudagrion,assegaii,,,,"Pinhey, 1950",Least Concern,,3.1,Unknown,Global & Pan-Africa,Assegaai Sprite,16,429,12.0,666,0,0,0,0
3212,3212,3212,12231960,60013,Pseudagrion coelestis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Pseudagrion,coelestis,,,,"Longfield, 1947",Least Concern,,3.1,Unknown,Global & Pan-Africa,Catshead Sprite,8,511,211.0,341,0,0,0,0
3213,3213,3213,12241013,60020,Pseudagrion helenae,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Pseudagrion,helenae,,,,"Balinsky, 1964",Least Concern,,3.1,Unknown,Global & Pan-Africa,Helena Sprite,13,255,433.0,500,0,0,0,0
3214,3214,3214,12241271,60021,Pseudagrion inconspicuum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Pseudagrion,inconspicuum,,,,"Ris, 1931",Least Concern,,3.1,Unknown,Global & Pan-Africa,,37,274,,726,0,0,0,0
3215,3215,3215,12244865,60024,Pseudagrion lindicum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Pseudagrion,lindicum,,,,"Grünberg, 1902",Least Concern,,3.1,Unknown,Global & Pan-Africa,,11,366,,442,0,0,0,0
3216,3216,3216,12268156,60043,Tetrathemis denticauda,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Tetrathemis,denticauda,,,,"Fraser, 1954",Data Deficient,,3.1,Unknown,Global & Pan-Africa,,2,8,,456,0,0,0,0
3217,3217,3217,12270054,60045,Tetrathemis ruwensoriensis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Tetrathemis,ruwensoriensis,,,,"Fraser, 1941",Data Deficient,,3.1,Unknown,"Global, Central Africa & Pan-Africa",,1,64,,469,0,0,0,0
3218,3218,3218,12283880,60054,Trithemis bifida,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Trithemis,bifida,,,,"Pinhey, 1970",Least Concern,,3.1,Unknown,Global & Pan-Africa,,15,221,,662,0,0,0,0
3219,3219,3219,12317026,60259,Hypopetalia pestilens,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AUSTROPETALIIDAE,Hypopetalia,pestilens,,,,"McLachlan, 1870",Least Concern,,3.1,Unknown,Global,,31,670,,1330,0,0,0,0
3220,3220,3220,12317735,60261,Palaemnema baltodanoi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYSTICTIDAE,Palaemnema,baltodanoi,,,,"Brooks, 1989",Endangered,B1ab(iii),3.1,Unknown,Global,,8,229,,635,0,0,0,0
3221,3221,3221,12317979,60260,Microneura caligata,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Microneura,caligata,,,,"Hagen in Selys, 1886",Endangered,B1ab(iii),3.1,Unknown,Global,Blue-and-orange Threadtail,22,287,195.0,805,0,0,0,0
3222,3222,3222,12318201,60262,Progomphus zephyrus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Progomphus,zephyrus,,,,"Needham, 1941",Endangered,B1ab(iii),3.1,Unknown,Global,,14,179,,521,0,0,0,0
3223,3223,3223,12318405,60263,Protoneura dunklei,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Protoneura,dunklei,,,,"Daigle, 1990",Least Concern,,3.1,Unknown,Global,,12,209,,360,0,0,0,0
3224,3224,3224,12318779,60273,Libellula pontica,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Libellula,pontica,,,,"Selys, 1887",Near Threatened,,3.1,Decreasing,Global,Red Chaser,41,284,41100.0,1400,0,0,0,0
3225,3225,3225,12319009,60274,Pyrrhosoma elisabethae,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Pyrrhosoma,elisabethae,,,,"Schmidt, 1948",Critically Endangered,"A4c; B2ab(ii,iii)",3.1,Decreasing,"Global, Europe & Mediterranean",Greek Red Damsel,49,437,1150.0,2230,0,0,0,0
3226,3226,3226,12319608,60275,Trithemis ellenbeckii,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Trithemis,ellenbeckii,,,,"Förster, 1906",Least Concern,,3.1,Unknown,"Global, Northeastern Africa & Pan-Africa",,7,27,,529,0,0,0,0
3227,3227,3227,12320161,60277,Cyclogomphus gynostylus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Cyclogomphus,gynostylus,,,,"Fraser, 1926",Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,10,225,,817,0,0,0,0
3228,3228,3228,12320443,60278,Elattoneura caesia,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Elattoneura,caesia,,,,"(Hagen, 1860)",Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Unknown,Global,Jungle Threadtail,14,524,339.0,944,0,0,0,0
3229,3229,3229,12320821,60279,Gomphidia pearsoni,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Gomphidia,pearsoni,,,,"Fraser, 1933",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,9,234,,812,0,0,0,0
3230,3230,3230,12321475,60280,Hylaeothemis fruhstorferi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Hylaeothemis,fruhstorferi,,,,Karsch (1889),Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,24,232,,780,0,0,0,0
3231,3231,3231,12321881,60281,Macrogomphus lankanensis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Macrogomphus,lankanensis,,,,"Fraser, 1933",Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,14,219,,833,0,0,0,0
3232,3232,3232,12322278,60282,Microgomphus wijaya,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Microgomphus,wijaya,,,,"Lieftinck, 1940",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,12,254,,1080,0,0,0,0
3233,3233,3233,12324645,60288,Coenagrion ponticum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Coenagrion,ponticum,,,,"(Bartenev, 1929)",Least Concern,,3.1,Unknown,Global,,28,261,,1160,0,0,0,0
3234,3234,3234,12325630,60290,Gomphus lucasii,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Gomphus,lucasii,,,,"Selys, 1849",Vulnerable,A3c; C1,3.1,Decreasing,"Global, Mediterranean, Northern Africa & Pan-Africa",,70,203,,1640,0,0,0,0
3235,3235,3235,12326293,60291,Onychogomphus costae,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Onychogomphus,costae,,,,"Selys, 1885",Near Threatened,,3.1,Decreasing,Global & Mediterranean,Faded Pincertail,177,95,888.0,3690,0,0,0,0
3236,3236,3236,12327806,60292,Sympetrum nigrifemur,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Sympetrum,nigrifemur,,,,"(Selys, 1884)",Least Concern,,3.1,Decreasing,Global & Europe,Island Darter,33,162,1800.0,1450,0,0,0,0
3237,3237,3237,12329877,60297,Trithemis aequalis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Trithemis,aequalis,,,,"Lieftinck, 1969",Near Threatened,,3.1,Unknown,Global & Pan-Africa,,19,149,,838,0,0,0,0
3238,3238,3238,12330504,60298,Trithemis brydeni,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Trithemis,brydeni,,,,"Pinhey, 1970",Near Threatened,,3.1,Unknown,Global & Pan-Africa,,14,58,,635,0,0,0,0
3239,3239,3239,12332570,6024,Cycloptilum irregularis,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,MOGOPLISTIDAE,Cycloptilum,irregularis,,,,"Love &amp; Walker, 1979",Vulnerable,"C2a, D2",2.3,,Global,,9,161,,431,0,0,0,0
3240,3240,3240,12334235,60249,Chalcothore montgomeryi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,POLYTHORIDAE,Chalcothore,montgomeryi,,,,"(Rácenis, 1968)",Least Concern,,3.1,Unknown,Global,,16,359,,666,0,0,0,0
3241,3241,3241,12334490,60250,Enallagma truncatum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Enallagma,truncatum,,,,"(Gundlach, 1888)",Vulnerable,B1ab(iii),3.1,Unknown,Global,,13,444,,638,0,0,0,0
3242,3242,3242,12334575,60251,Epigomphus corniculatus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Epigomphus,corniculatus,,,,"Belle, 1989",Endangered,B1ab(iii),3.1,Unknown,Global,,5,200,,533,0,0,0,0
3243,3243,3243,12334645,60252,Epigomphus donnellyi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Epigomphus,donnellyi,,,,"González &amp; Cook, 1988",Endangered,B1ab(iii),3.1,Unknown,Global,,4,181,,636,0,0,0,0
3244,3244,3244,12334720,60253,Epigomphus echeverrii,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Epigomphus,echeverrii,,,,"Brooks, 1989",Least Concern,,3.1,Unknown,Global,,10,220,,432,0,0,0,0
3245,3245,3245,12334927,60254,Epigomphus flinti,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Epigomphus,flinti,,,,"Donnelly, 1989",Endangered,B1ab(iii),3.1,Unknown,Global,,4,185,,645,0,0,0,0
3246,3246,3246,12335121,60255,Epigomphus houghtoni,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Epigomphus,houghtoni,,,,"Brooks, 1989",Endangered,B1ab(iii),3.1,Unknown,Global,,4,188,,617,0,0,0,0
3247,3247,3247,12335331,60256,Epigomphus maya,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Epigomphus,maya,,,,"Donnelly, 1989",Endangered,B1ab(iii),3.1,Unknown,Global,,6,230,,757,0,0,0,0
3248,3248,3248,12335405,60257,Epigomphus sulcatistyla,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Epigomphus,sulcatistyla,,,,"Donnelly, 1989",Endangered,B1ab(iii),3.1,Unknown,Global,,2,185,,527,0,0,0,0
3249,3249,3249,12335482,60258,Epigomphus westfalli,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Epigomphus,westfalli,,,,"Donnelly, 1986",Endangered,B1ab(iii),3.1,Unknown,Global,,6,198,,534,0,0,0,0
3250,3250,3250,12335693,60264,Rimanella arcana,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,RIMANELLIDAE,Rimanella,arcana,,,,"(Needham, 1933)",Least Concern,,3.1,Unknown,Global,,55,299,,962,0,0,0,0
3251,3251,3251,12336089,60265,Nehalennia speciosa,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Nehalennia,speciosa,,,,"(Charpentier,1840)",Near Threatened,,3.1,Decreasing,Global,Pygmy Damselfly,662,223,1550.0,21100,0,0,0,0
3252,3252,3252,12336668,60267,Notogomphus cottarellii,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Notogomphus,cottarellii,,,,"Consiglio, 1978",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,"Global, Northeastern Africa & Pan-Africa",,8,211,,612,0,0,0,0
3253,3253,3253,12336899,60268,Notogomphus ruppeli,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Notogomphus,ruppeli,,,,"(Selys, 1858)",Endangered,B2ab(iii),3.1,Unknown,"Global, Northeastern Africa & Pan-Africa",,5,205,,613,0,0,0,0
3254,3254,3254,12337134,60269,Orthetrum kristenseni,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Orthetrum,kristenseni,,,,"Ris, 1911",Least Concern,,3.1,Unknown,"Global, Northeastern Africa & Pan-Africa",,7,30,,762,0,0,0,0
3255,3255,3255,12338016,60271,Pseudagrion kaffinum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Pseudagrion,kaffinum,,,,"Consiglio, 1978",Vulnerable,"B1ab(i,ii,iii)",3.1,Unknown,"Global, Northeastern Africa & Pan-Africa",,7,205,,850,0,0,0,0
3256,3256,3256,12338268,60272,Coenagrion syriacum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Coenagrion,syriacum,,,,"(Morton, 1924)",Near Threatened,,3.1,Decreasing,Global & Mediterranean,Syrian Bluet,23,564,300.0,1420,0,0,0,0
3257,3257,3257,12339729,60300,Gomphus davidi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Gomphus,davidi,,,,"Selys, 1887",Least Concern,,3.1,Stable,Global & Mediterranean,Levant Clubtail,51,430,129.0,1120,0,0,0,0
3258,3258,3258,12340184,60302,Orthetrum poecilops,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Orthetrum,poecilops,,,,"Ris, 1919",Vulnerable,"B2ab(ii,iii)",3.1,Decreasing,Global,Mangrove Skimmer,34,61,608.0,2500,0,0,0,0
